PAIR,SIGNAL,ORDER TIME & DATE,TARGET PRICE,EXPIRY PRICE,EXPIRY TIME & DATE,RESULT
USDJPY,CALL,2022.02.07 21:40,115.075,115.063,2022.02.07 22:05:00,LOSS
USDJPY,PUT,2022.02.07 23:00,115.102,115.08,2022.02.07 23:25:00,WIN
