PAIR,SIGNAL,ORDER TIME & DATE,TARGET PRICE,EXPIRY PRICE,EXPIRY TIME & DATE,RESULT
BTCUSD,PUT,2022.01.03 00:05,47097.13,47153.27,2022.01.03 00:30:00,LOSS
BTCUSD,PUT,2022.01.03 04:00,47114.17,0,2022.01.03 04:25:00,
