2021.12.31 23:50:00;2147483647.00;-10.00;-20.00;2147483647.00
2021.12.31 23:50:00;2147483647.00;-10.00;-20.00;2147483647.00
2021.12.31 23:55:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 00:40:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 00:45:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 00:50:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 00:55:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:00:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:05:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:10:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:15:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:20:00;2147483647.00;-10.00;-20.00;2147483647.00
2022.01.03 01:20:00;-10.00;2147483647.00;-20.00;2147483647.00
2022.01.03 01:20:00;-10.00;2147483647.00;-20.00;2147483647.00
