PAIR,SIGNAL,ORDER TIME & DATE,TARGET PRICE,EXPIRY PRICE,EXPIRY TIME & DATE,RESULT
USDJPY,PUT,2022.02.08 03:39,115.289,115.291,2022.02.08 03:44:00,LOSS
USDJPY,CALL,2022.02.08 04:32,115.366,115.363,2022.02.08 04:37:00,LOSS
USDJPY,CALL,2022.02.08 04:47,115.343,115.344,2022.02.08 04:52:00,WIN
USDJPY,PUT,2022.02.08 04:55,115.371,115.382,2022.02.08 05:00:00,LOSS
USDJPY,PUT,2022.02.08 05:00,115.382,115.36,2022.02.08 05:05:00,WIN
