PAIR,SIGNAL,ORDER TIME & DATE,TARGET PRICE,EXPIRY PRICE,EXPIRY TIME & DATE,RESULT
EURUSD,PUT,2022.01.14 20:03,1.14024,1.14037,2022.01.14 20:08:00,LOSS
EURUSD,PUT,2022.01.14 22:52,1.14136,1.14158,2022.01.14 22:57:00,LOSS
